tool_id,g1,g2,g3,g4,g5,description,scope,returns,inputs
infra.peak_tps_seconds,infra,gas,peak_tps_seconds,Top TPS Moments,Second-level peaks,Ranks highest TPS seconds with active wallets.,generic,"[""second:string"",""tps:number"",""active_wallets:number"",""rank:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": true, ""default"": ""7""}]"
infra.protocol_activity_share,infra,l3,protocol_activity_share,L3 Activity Share,Polygon Transactions,Computes protocol's share of total chain activity.,protocol:polygon,"[""dt:string"",""total_txs:number"",""protocol_txs:number"",""tx_share:number"",""total_users:number"",""protocol_users:number"",""user_share:number""]","[{""key"": ""protocol"", ""label"": ""Protocol"", ""type"": ""protocol"", ""required"": true, ""default"": null}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": ""2022-09-05""}]"
wallet.daily_user_cohorts,wallet,wallet,daily_user_cohorts,New vs returning users,Polygon tx analysis,"Computes daily new, returning, and total active users.",generic,"[""date:string"",""new_users:number"",""returning_users:number"",""total_users:number""]","[{""key"": ""protocol"", ""label"": ""Protocol"", ""type"": ""protocol"", ""required"": true, ""default"": null}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""interval"", ""label"": ""Interval"", ""type"": ""interval"", ""required"": false, ""default"": ""day""}]"
infra.user_activity_duration,infra,wallet,user_activity_duration,Activity span days,First-last tx gap,Computes days between first and last tx for repeat users.,generic,"[""time_diff:number"",""user_count:number"",""cumulative:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""min_txs"", ""label"": ""Min txs"", ""type"": ""text"", ""required"": false, ""default"": ""2""}]"
token.inscription_holder_ranking,token,holders,inscription_holder_ranking,PRC-20 holder distribution,Inscription mint parser,Ranks wallets by inscription mint count and total amount.,generic,"[""rank:number"",""wallet_address:string"",""mint_count:number"",""total_amount:number""]","[{""key"": ""data_filter"", ""label"": ""Mint Data Filter"", ""type"": ""text"", ""required"": true, ""default"": null}, {""key"": ""amt"", ""label"": ""Amount per Mint"", ""type"": ""number"", ""required"": false, ""default"": ""100""}, {""key"": ""chain"", ""label"": ""Chain"", ""type"": ""chain"", ""required"": false, ""default"": ""polygon""}]"
mev.multi_tx_per_block_detector,mev,bot,multi_tx_per_block_detector,MEV Signals,polygon.transactions block analysis,Detects addresses sending multiple transactions per block.,generic,"[""address:string"",""block_number:number"",""tx_count:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": true, ""default"": null}, {""key"": ""min_tx"", ""label"": ""Min txs per block"", ""type"": ""number"", ""required"": false, ""default"": ""2""}]"
infra.wallet_type_classifier,infra,wallet,wallet_type_classifier,Wallet activity types,polygon.transactions,Classifies wallets by total fees paid and transaction volume.,generic,"[""wallet_address:string"",""total_fees_eth:number"",""tx_count:number"",""wallet_type:string""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""30""}, {""key"": ""top_n"", ""label"": ""Top N"", ""type"": ""top_n"", ""required"": false, ""default"": ""100""}]"
infra.wallet_new_vs_returning_daily,infra,wallet,wallet_new_vs_returning_daily,Daily New/Returning Wallets,Polygon Transactions,"Counts daily new first-time, returning, and total active wallets.",generic,"[""day:string"",""new_wallets:number"",""returning_wallets:number"",""total_wallets:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}, {""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""90""}]"
infra.chain_retention_cohorts,infra,wallet,chain_retention_cohorts,Weekly Retention Rates,Polygon Transactions,Computes cohort retention rates for weekly active users over 90-day window.,generic,"[""cohort_week:string"",""retention_week:number"",""retained_wallets:number"",""cohort_size:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""90""}]"
infra.top_contracts_leaderboard,infra,contract,top_contracts_leaderboard,Top Contracts Tx Count,Polygon Transactions,Ranks contracts by transaction volume with links.,generic,"[""contract_address:string"",""transaction_count:number"",""link:string""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}, {""key"": ""top_n"", ""label"": ""Top N"", ""type"": ""top_n"", ""required"": false, ""default"": ""50""}]"
infra.weekly_returning_wallets,infra,wallet,weekly_returning_wallets,Returning wallets,Polygon transactions,Counts weekly returning wallets.,generic,"[""week:string"",""returning_wallets:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""180""}]"
infra.daily_gas_utilization,infra,gas,daily_gas_utilization,Gas utilization,Polygon transactions,Computes daily gas utilization with MA7.,generic,"[""dt:string"",""utilization:number"",""ma7_utilization:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""90""}]"
infra.hourly_gas_deciles,infra,gas,hourly_gas_deciles,Hourly gas percentiles,Polygon transactions,Gas price deciles by hour of day.,generic,"[""hour:number"",""decile:number"",""avg_gas_price:number""]","[{""key"": ""lookback_months"", ""label"": ""Lookback months"", ""type"": ""number"", ""required"": false, ""default"": ""3""}]"
infra.second_tx_retention_cohort,infra,wallet,second_tx_retention_cohort,Cohort Retention,Polygon Transactions,Computes monthly cohorts of first-time wallets and those returning for second transaction.,generic,"[""cohort_month:string"",""first_time_wallet:number"",""returned_wallet:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}]"
infra.cohort_retention_rates,infra,wallet,cohort_retention_rates,Retention Metrics,polygon.transactions cohort analysis,Computes monthly cohort retention rates for addresses.,generic,"[""initial_period:string"",""cohort_period:number"",""retention_rate:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": true, ""default"": null}]"
token.daily_new_contract_users,token,holders,daily_new_contract_users,Daily new interactors,First tx cohort analysis,Counts daily new addresses first interacting with contract.,generic,"[""date:string"",""new_addresses:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
infra.top_programs_leaderboard,infra,programs,top_programs_leaderboard,Program Tx Rank,Instruction Explode,Ranks programs by transaction volume.,generic,"[""program:string"",""tx_count:number"",""rank:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""7""}]"
infra.chain_revenue_breakdown,infra,revenue,chain_revenue_breakdown,Revenue metrics,Optimism transactions,"Computes L1/L2 fees, public goods, total revenue with cumulative.",protocol:optimism,"[""date:string"",""total_gas_used:number"",""l1_gas:number"",""public_goods:number"",""l2_fees:number"",""revenue:number"",""cumulative_revenue:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}, {""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": false, ""default"": null}]"
infra.cohort_retention_analyzer,infra,wallet,cohort_retention_analyzer,Retention cohorts,Optimism transactions,Analyzes monthly new user cohorts and retention rates.,protocol:optimism,"[""cohort_month:string"",""retention_month:string"",""cohort_size:number"",""retained_users:number"",""retention_rate:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": true, ""default"": ""365""}]"
infra.daily_active_wallets,infra,wallet,daily_active_wallets,Daily Unique Active Wallets,Ethereum transactions,Counts unique wallets sending or receiving daily.,generic,"[""day:timestamp"",""active_wallets:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}, {""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": false, ""default"": null}]"
infra.daily_tx_success_rate,infra,gas,daily_tx_success_rate,Success Rate,Optimism Transactions,"Computes daily total, successful, failed transactions and rates.",protocol:optimism,"[""day:string"",""total_tx:number"",""success_tx:number"",""fail_tx:number"",""success_rate:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": null}]"
infra.daily_l1_l2_fees,infra,gas,daily_l1_l2_fees,Fee Breakdown,Optimism Transactions,"Aggregates daily L1 fees, L2 execution fees, and priority fees.",protocol:optimism,"[""day:string"",""l1_fee:number"",""l2_fee:number"",""priority_fee:number"",""total_fee:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": null}]"
infra.user_tx_count_distribution,infra,wallet,user_tx_count_distribution,User Buckets,Optimism Transactions,Buckets users by lifetime transaction counts.,protocol:optimism,"[""bucket:string"",""user_count:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": null}]"
infra.new_user_cohort_txs,infra,wallet,new_user_cohort_txs,Cohort Activity,Optimism Transactions,Counts transactions for new users in time cohorts post-first-tx.,protocol:optimism,"[""cohort:string"",""tx_count:number""]",[]
infra.nonce_filtered_dau,infra,wallet,nonce_filtered_dau,Bot-Filtered DAU,Ethereum Transactions,Calculates DAU with nonce thresholds to classify bots vs power users.,generic,"[""day:string"",""dau:number"",""dau_nonce_5:number"",""dau_nonce_10:number"",""dau_nonce_50:number"",""dau_nonce_100:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}, {""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": false, ""default"": null}]"
defi.contract_retention_cohort,defi,wallet,contract_retention_cohort,User Retention Rates,Transaction cohorts,Tracks cohort retention for contract-interacting users over periods.,generic,"[""cohort_date:string"",""retention_rate:number"",""retained_users:number"",""total_cohort:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": true, ""default"": ""90""}]"
token.airdrop_claim_progress,token,airdrop,airdrop_claim_progress,Claim Metrics Over Time,Airdrop distributor flows,"Tracks total claimed, unique claimers, and claim percentage.",generic,"[""date:string"",""unique_claimers:number"",""total_claimed:number"",""pct_claimed:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""distributor_address"", ""label"": ""Distributor Address"", ""type"": ""wallet_address"", ""required"": true, ""default"": null}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}]"
defi.bridge_net_flow,defi,bridge,bridge_net_flow,Bridge TVL Tracker,Cumulative net token flow,Computes daily net inflows/outflows and cumulative TVL for bridge.,generic,"[""date:string"",""net_flow:number"",""cumulative:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""bridge_address"", ""label"": ""Bridge Address"", ""type"": ""wallet_address"", ""required"": true, ""default"": null}, {""key"": ""interval"", ""label"": ""Interval"", ""type"": ""interval"", ""required"": false, ""default"": ""day""}]"
token.token_holder_balances,token,holders,token_holder_balances,Holder balances,ERC20 transfers,Computes current balances across all token holders.,generic,"[""address:string"",""balance:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""min_balance"", ""label"": ""Min balance threshold"", ""type"": ""number"", ""required"": false, ""default"": ""0""}]"
